data.files_copied0.source,data.files_copied0.destination,data.mutexes_created0,data.mutexes_created1,data.ip_traffic0.transport_layer_protocol,data.ip_traffic0.destination_ip,data.ip_traffic0.destination_port,data.ip_traffic1.transport_layer_protocol,data.ip_traffic1.destination_ip,data.ip_traffic1.destination_port,data.files_written0,data.mutexes_opened0,data.dns_lookups0.resolved_ips0,data.dns_lookups0.hostname,data.http_conversations0.url,data.http_conversations0.request_method,data.services_opened0,data.processes_created0,data.files_opened0,data.files_opened1,data.files_opened2,data.files_opened3,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.modules_loaded6,data.modules_loaded7,data.modules_loaded8,data.modules_loaded9,data.modules_loaded10,data.modules_loaded11,data.modules_loaded12,data.modules_loaded13,data.modules_loaded14,data.modules_loaded15,data.modules_loaded16,data.modules_loaded17,data.modules_loaded18,data.modules_loaded19
C:\WINDOWS\tasksche.exe,C:\WINDOWS\qeriuwjhrf,RasPbFile,ShimCacheMutex,TCP,104.17.38.137,80,UDP,<MACHINE_DNS_SERVER>,53,C:\WINDOWS\tasksche.exe,RasPbFile,104.17.38.137,www.iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com,http://www.iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com/,GET,RASMAN,C:\WINDOWS\tasksche.exe /i,c:\autoexec.bat,\\.\PIPE\lsarpc,c:\autoexec.bat,C:\WINDOWS\tasksche.exe,secur32.dll,shell32.dll,wsock32,ws2_32,comctl32.dll,rasapi32.dll,rtutils.dll,rpcrt4.dll,sensapi.dll,ntdll.dll,userenv.dll,netapi32.dll,urlmon.dll,wininet.dll,c:\windows\system32\mswsock.dll,dnsapi.dll,rasadhlp.dll,hnetcfg.dll,c:\windows\system32\wshtcpip.dll,advapi32.dll
