data.registry_keys_opened0,data.registry_keys_opened1,data.registry_keys_opened2,data.registry_keys_opened3,data.registry_keys_opened4,data.registry_keys_opened5,data.registry_keys_opened6,data.registry_keys_opened7,data.registry_keys_opened8,data.registry_keys_opened9,data.calls_highlighted0,data.tags0,data.tags1,data.files_written0,data.files_written1,data.processes_terminated0,data.processes_terminated1,data.processes_terminated2,data.processes_terminated3,data.processes_terminated4,data.processes_terminated5,data.processes_terminated6,data.processes_terminated7,data.text_highlighted0,data.registry_keys_set0.key,data.registry_keys_set0.value,data.files_opened0,data.files_opened1,data.files_opened2,data.files_opened3,data.files_opened4,data.files_opened5,data.files_opened6,data.files_opened7,data.files_opened8,data.files_opened9,data.files_opened10,data.files_opened11,data.files_opened12,data.files_opened13,data.files_opened14,data.files_opened15,data.files_opened16,data.files_opened17,data.files_opened18,data.files_opened19,data.files_opened20,data.files_opened21,data.files_opened22,data.files_opened23,data.files_opened24,data.files_opened25,data.files_opened26,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.modules_loaded6,data.modules_loaded7,data.modules_loaded8,data.modules_loaded9,data.modules_loaded10,data.modules_loaded11,data.modules_loaded12,data.modules_loaded13,data.modules_loaded14,data.modules_loaded15,data.modules_loaded16
HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings,HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\CreateUriCacheSize,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\CreateUriCacheSize,HKLM\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\EnablePunycode,HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\EnablePunycode,HKLM\Software\Policies\Microsoft\Internet Explorer\Main\FeatureControl,HKLM\Software\Microsoft\Internet Explorer\Main\FeatureControl,HKCU\Software\Microsoft\Internet Explorer\Main\FeatureControl\FEATURE_ALLOW_REVERSE_SOLIDUS_IN_USERINFO_KB932562,HKLM\Software\Microsoft\Windows\CurrentVersion\Explorer\KindMap,GetTickCount,DIRECT_CPU_CLOCK_ACCESS,RUNTIME_MODULES,C:\Windows\ServiceProfiles\LocalService\AppData\Roaming\Microsoft\UPnP Device Host\upnphost\udhisapi.dll,C:\Windows\System32\Tasks\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector,"2348 - ""C:\Program Files\Windows Media Player\wmpnetwk.exe""",2876 - C:\Windows\system32\sc.exe start w32time task_started,2908 - C:\Windows\System32\sdclt.exe /CONFIGNOTIFICATION,"2896 - C:\Windows\system32\rundll32.exe dfdts.dll,DfdGetDefaultPolicyAndSMART",2952 - taskhost.exe SYSTEM,2932 - C:\Windows\System32\wsqmcons.exe ,2980 - taskhost.exe $(Arg0),"3032 - C:\Windows\system32\schtasks.exe /delete /f /TN ""Microsoft\Windows\Customer Experience Improvement Program\Uploader""",C:\Windows\system32\cmd.exe,HKLM\SOFTWARE\Microsoft\Windows Media Player NSS\3.0\Servers\A70D59A1-8EAD-4F40-AAAB-FBFC460800A4\FriendlyName,WORK: admin:,C:\Users\<USER>\Downloads,C:\Windows\system32\rpcss.dll,C:\Windows\system32\PROPSYS.dll,C:\Windows\system32\SHELL32.dll,C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757,C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll,C:\Windows\WindowsShell.Manifest,C:\Windows\system32\apphelp.dll,C:\Windows\System32\ieframe.dll,C:\Windows\System32\api-ms-win-downlevel-shell32-l1-1-0.dll,C:\Windows\system32\version.DLL,MountPointManager,?\Volume{2a34cd26-a9ad-11ea-aa93-806e6f6e6963},C:\Program Files\Windows NT\Accessories\WORDPAD.EXE,STORAGE#Volume#{c055fdb8-7b9d-11eb-96bb-806e6f6e6963}#0000000000100000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b},STORAGE#Volume#{c055fdb8-7b9d-11eb-96bb-806e6f6e6963}#0000000006500000#{53f5630d-b6bf-11d0-94f2-00a0c91efb8b},C:\Users\<USER>\AppData\Local\Microsoft\Windows\Caches,C:\Users\<USER>\AppData\Local\Microsoft\Windows\Caches\cversions.1.db,C:\Windows\system32\ntmarta.dll,C:\Users\<USER>\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000012.db,C:\Program Files\desktop.ini,C:\Program Files,C:\Program Files\Windows NT,C:\Program Files\Windows NT\Accessories,C:\Users\<USER>\Desktop\desktop.ini,C:\Windows\SysWOW64\propsys.dll,C:\Windows\system32\propsys.dll,ole32.dll,CRYPTBASE.dll,ADVAPI32.dll,propsys.dll,comctl32.dll,OLEAUT32.dll,apphelp.dll,CLBCatQ.DLL,kernel32.dll,C:\Windows\System32\ieframe.dll,API-MS-Win-Core-LocalRegistry-L1-1-0.dll,SETUPAPI.dll,C:\Windows\system32\propsys.dll,ntmarta.dll,SHELL32.dll,API-MS-Win-Security-SDDL-L1-1-0.dll,profapi.dll
