data.registry_keys_opened0,data.registry_keys_opened1,data.registry_keys_opened2,data.registry_keys_opened3,data.registry_keys_opened4,data.registry_keys_opened5,data.registry_keys_opened6,data.registry_keys_opened7,data.registry_keys_opened8,data.registry_keys_opened9,data.registry_keys_opened10,data.registry_keys_opened11,data.registry_keys_opened12,data.registry_keys_opened13,data.registry_keys_opened14,data.registry_keys_opened15,data.registry_keys_opened16,data.registry_keys_opened17,data.registry_keys_opened18,data.registry_keys_opened19,data.registry_keys_opened20,data.registry_keys_opened21,data.registry_keys_opened22,data.registry_keys_opened23,data.registry_keys_opened24,data.registry_keys_opened25,data.registry_keys_opened26,data.registry_keys_opened27,data.registry_keys_opened28,data.registry_keys_opened29,data.registry_keys_opened30,data.registry_keys_opened31,data.registry_keys_opened32,data.registry_keys_opened33,data.registry_keys_opened34,data.registry_keys_opened35,data.registry_keys_opened36,data.registry_keys_opened37,data.registry_keys_opened38,data.registry_keys_opened39,data.registry_keys_opened40,data.registry_keys_opened41,data.registry_keys_opened42,data.registry_keys_opened43,data.mutexes_created0,data.processes_injected0,data.registry_keys_deleted0,data.registry_keys_deleted1,data.files_written0,data.processes_created0,data.files_opened0,data.files_opened1,data.files_opened2,data.files_opened3,data.files_opened4,data.files_opened5,data.files_opened6,data.files_opened7,data.files_opened8,data.files_opened9,data.files_opened10,data.files_opened11,data.files_opened12,data.files_opened13,data.files_opened14,data.files_opened15,data.files_opened16,data.files_opened17,data.files_opened18,data.files_opened19,data.files_opened20,data.files_opened21,data.files_opened22,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.modules_loaded6,data.modules_loaded7,data.modules_loaded8,data.modules_loaded9,data.modules_loaded10,data.modules_loaded11,data.modules_loaded12
\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\996E.exe,\Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option,\Registry\Machine\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers\TransparentEnabled,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\MSVCP60.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\iphlpapi.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\MSASN1.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\CRYPT32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ole32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\OLEAUT32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WININET.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\comctl32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ntdll.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\KERNEL32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\GDI32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\USER32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Secur32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\RPCRT4.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ADVAPI32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msvcrt.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WS2HELP.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WS2_32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SHLWAPI.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\PSAPI.DLL,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winime32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\IMM32.DLL,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\USP10.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LPK.DLL,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\AeDebug,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\VERSION.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\USERENV.dll,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Personal,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Microsoft\Windows\CurrentVersion\Explorer\User Shell Folders\Local Settings,\REGISTRY\MACHINE\Software\Policies\Microsoft\Windows\System,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\NETAPI32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WINSTA.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WTSAPI32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SETUPAPI.dll,\Registry\Machine\Software\Policies\Microsoft\System\DNSclient,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\faultrep.dll,\REGISTRY\MACHINE\Software\Policies\Microsoft\PCHealth\ErrorReporting,\REGISTRY\MACHINE\SOFTWARE\Microsoft\PCHealth\ErrorReporting\DoReport,\REGISTRY\MACHINE\SOFTWARE\Microsoft\PCHealth\ErrorReporting\ShowUI,ShimCacheMutex,dwwin.exe,\REGISTRY\MACHINE\SOFTWARE\Microsoft\PCHealth\ErrorReporting\DW\,\REGISTRY\MACHINE\SOFTWARE\Microsoft\PCHealth\ErrorReporting\DW\DWFileTreeRoot,C:\Documents and Settings\All Users\Application Data\Microsoft\Dr Watson\drwtsn32.log,C:\WINDOWS\system32\drwtsn32 -p 1184 -e 212 -g,C:\WINDOWS\system32\winime32.dll,C:\WINDOWS\system32\ws2_32.dll,C:\WINDOWS\system32\ws2help.dll,C:\WINDOWS\system32\psapi.dll,C:\WINDOWS\system32\imm32.dll,C:\WINDOWS\system32\lpk.dll,C:\WINDOWS\system32\usp10.dll,C:\WINDOWS\system32\msvcp60.dll,C:\WINDOWS\system32\iphlpapi.dll,C:\WINDOWS\system32\wininet.dll,C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll,C:\WINDOWS\WindowsShell.Manifest,C:\WINDOWS\system32\faultrep.dll,C:\WINDOWS\system32\winsta.dll,C:\WINDOWS\system32\wtsapi32.dll,C:\WINDOWS\system32\setupapi.dll,C:\WINDOWS\system32\winsock.dll,C:\02728e94dcfedc0e149d26ae66fb5f6b99749705539d1ec940f9d47d5b065c5a,\\.\PIPE\lsarpc,C:\WINDOWS\system32\winsock.dll,C:\WINDOWS\system32\drwtsn32.exe,C:\Documents and Settings\All Users\Application Data\Microsoft\Dr Watson\drwtsn32.log,C:\Documents and Settings\All Users\Application Data\Microsoft\Dr Watson\drwtsn32.log,advapi32.dll,kernel32.dll,comctl32.dll,rpcrt4.dll,shlwapi.dll,version.dll,shell32.dll,advapi32.dll,ntdll.dll,kernel32.dll,c:\windows\system32\dbghelp.dll,c:\windows\system32\exts.dll,c:\windows\system32\ntsdexts.dll
