data.type,data.id,data.links.self
file,0030e60813440e61707a74ce76e373009a2c4979633b34861d2a9d1dee8c41dd,https://www.virustotal.com/api/v3/files/0030e60813440e61707a74ce76e373009a2c4979633b34861d2a9d1dee8c41dd
