data.registry_keys_opened0,data.registry_keys_opened1,data.registry_keys_opened2,data.registry_keys_opened3,data.registry_keys_opened4,data.registry_keys_opened5,data.registry_keys_opened6,data.registry_keys_opened7,data.registry_keys_opened8,data.registry_keys_opened9,data.registry_keys_opened10,data.registry_keys_opened11,data.registry_keys_opened12,data.registry_keys_opened13,data.registry_keys_opened14,data.registry_keys_opened15,data.registry_keys_opened16,data.registry_keys_opened17,data.registry_keys_opened18,data.registry_keys_opened19,data.registry_keys_opened20,data.registry_keys_opened21,data.registry_keys_opened22,data.registry_keys_opened23,data.registry_keys_opened24,data.registry_keys_opened25,data.registry_keys_opened26,data.registry_keys_opened27,data.registry_keys_opened28,data.registry_keys_opened29,data.registry_keys_opened30,data.registry_keys_opened31,data.registry_keys_opened32,data.registry_keys_opened33,data.registry_keys_opened34,data.registry_keys_opened35,data.registry_keys_opened36,data.registry_keys_opened37,data.mutexes_opened0,data.processes_tree0.process_id,data.processes_tree0.name,data.processes_terminated0,data.text_highlighted0,data.text_highlighted1,data.text_highlighted2,data.text_highlighted3,data.text_highlighted4,data.text_highlighted5,data.text_highlighted6,data.mutexes_created0,data.mutexes_created1,data.mutexes_created2,data.mutexes_created3,data.mutexes_created4,data.mutexes_created5,data.mutexes_created6,data.files_opened0,data.files_opened1,data.files_opened2,data.files_opened3,data.files_opened4,data.files_opened5,data.files_opened6,data.files_opened7,data.files_opened8,data.files_opened9,data.files_opened10,data.files_opened11,data.files_opened12,data.files_opened13,data.files_opened14,data.files_opened15,data.files_opened16,data.files_opened17,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.modules_loaded6,data.modules_loaded7,data.modules_loaded8,data.modules_loaded9,data.modules_loaded10,data.modules_loaded11,data.modules_loaded12,data.modules_loaded13,data.modules_loaded14,data.modules_loaded15,data.modules_loaded16,data.modules_loaded17,data.modules_loaded18,data.modules_loaded19
\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\996E.exe,\Registry\MACHINE\System\CurrentControlSet\Control\SafeBoot\Option,\Registry\Machine\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers\TransparentEnabled,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Policies\Microsoft\Windows\Safer\CodeIdentifiers,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\COMCTL32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SHELL32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\COMDLG32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\oledlg.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WINSPOOL.DRV,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ntdll.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\KERNEL32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\GDI32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\USER32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\Secur32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\RPCRT4.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ADVAPI32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msvcrt.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WS2HELP.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\WS2_32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\SHLWAPI.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\PSAPI.DLL,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\ole32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\OLEAUT32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\winime32.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\IMM32.DLL,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\USP10.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\LPK.DLL,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDrives,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\RestrictRun,\REGISTRY\USER\S-1-5-21-1482476501-1645522239-1417001333-500\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoClose,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\MSCTF.dll,\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\IMM\Ime File,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\version.dll,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\msctfime.ime,\Registry\Machine\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\UxTheme.dll,\REGISTRY\MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\996E.exe\RpcThreadPoolThrottle,\REGISTRY\MACHINE\Software\Policies\Microsoft\Windows NT\Rpc,ShimCacheMutex,1532,****.exe,C:\Documents and Settings\Administrator\Local Settings\Temp\EB93A6\996E.exe,Button1,Launch PC Cleaner,"Help improve PC Cleaner application and to ensure PC Cleaner is
working properly by submitting a report of cleaning and fixing and
other diagnose and repair tools you use within PC Cleaner application.",End-User License Agreement,"PC Cleaner End User License Agreement (EULA)

SOFTWARE END USER LICENSE AGREEMENT

PLEASE READ THIS AGREEMENT CAREFULLY BEFOR",PC Cleaners Setup,123456,CTF.LBES.MutexDefaultS-1-5-21-1482476501-1645522239-1417001333-500,CTF.Compart.MutexDefaultS-1-5-21-1482476501-1645522239-1417001333-500,CTF.Asm.MutexDefaultS-1-5-21-1482476501-1645522239-1417001333-500,CTF.Layouts.MutexDefaultS-1-5-21-1482476501-1645522239-1417001333-500,CTF.TMD.MutexDefaultS-1-5-21-1482476501-1645522239-1417001333-500,CTF.TimListCache.FMPDefaultS-1-5-21-1482476501-1645522239-1417001333-500MUTEX.DefaultS-1-5-21-1482476501-1645522239-1417001333-500,MSCTF.Shared.MUTEX.EBH,C:\WINDOWS\system32\winime32.dll,C:\WINDOWS\system32\ws2_32.dll,C:\WINDOWS\system32\ws2help.dll,C:\WINDOWS\system32\psapi.dll,C:\WINDOWS\system32\imm32.dll,C:\WINDOWS\system32\lpk.dll,C:\WINDOWS\system32\usp10.dll,C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll,C:\WINDOWS\system32\oledlg.dll,C:\WINDOWS\system32\winspool.drv,C:\WINDOWS\WindowsShell.Manifest,C:\WINDOWS\system32\shell32.dll,C:\WINDOWS\system32\MSCTF.dll,C:\WINDOWS\system32\MSCTFIME.IME,C:\WINDOWS\system32\rpcss.dll,C:\WINDOWS\system32\MSIMTF.dll,C:\WINDOWS\system32\uxtheme.dll,C:\WINDOWS\Fonts\arialbd.ttf,comctl32.dll,KERNEL32.DLL,ADVAPI32.dll,COMCTL32.dll,COMDLG32.dll,GDI32.dll,ole32.dll,OLEAUT32.dll,oledlg.dll,SHELL32.dll,SHLWAPI.dll,USER32.dll,WINSPOOL.DRV,C:\WINDOWS\system32\MSCTF.dll,version.dll,C:\WINDOWS\system32\msctfime.ime,C:\WINDOWS\system32\ole32.dll,IMM32.dll,C:\WINDOWS\system32\Msctf.dll,rpcrt4.dll
