data.files_copied0.source,data.files_copied0.destination,data.mutexes_created0,data.files_written0,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.processes_created0,data.files_opened0
C:\WINDOWS\tasksche.exe,C:\WINDOWS\qeriuwjhrf,ShimCacheMutex,C:\WINDOWS\tasksche.exe,secur32.dll,shell32.dll,wsock32,ws2_32,rpcrt4.dll,advapi32.dll,C:\WINDOWS\tasksche.exe /i,C:\WINDOWS\tasksche.exe
