data.mutexes_created0,data.ip_traffic0.transport_layer_protocol,data.ip_traffic0.destination_ip,data.ip_traffic0.destination_port,data.ip_traffic1.transport_layer_protocol,data.ip_traffic1.destination_ip,data.ip_traffic1.destination_port,data.mutexes_opened0,data.dns_lookups0.resolved_ips0,data.dns_lookups0.hostname,data.services_opened0,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.modules_loaded6,data.modules_loaded7,data.modules_loaded8,data.modules_loaded9,data.modules_loaded10,data.modules_loaded11,data.modules_loaded12,data.modules_loaded13,data.modules_loaded14,data.modules_loaded15,data.modules_loaded16,data.modules_loaded17,data.modules_loaded18,data.files_opened0,data.files_opened1,data.files_opened2,data.http_conversations0.url,data.http_conversations0.request_method
RasPbFile,TCP,104.41.151.54,80,UDP,<MACHINE_DNS_SERVER>,53,RasPbFile,104.41.151.54,www.ifferfsodp9ifjaposdfjhgosurijfaewrwergwea.com,RASMAN,secur32.dll,shell32.dll,wsock32,ws2_32,comctl32.dll,rasapi32.dll,rtutils.dll,rpcrt4.dll,sensapi.dll,ntdll.dll,userenv.dll,netapi32.dll,urlmon.dll,wininet.dll,c:\windows\system32\mswsock.dll,dnsapi.dll,rasadhlp.dll,hnetcfg.dll,c:\windows\system32\wshtcpip.dll,c:\autoexec.bat,\\.\PIPE\lsarpc,c:\autoexec.bat,http://www.ifferfsodp9ifjaposdfjhgosurijfaewrwergwea.com/,GET
