data.files_copied0.source,data.files_copied0.destination,data.mutexes_created0,data.mutexes_created1,data.ip_traffic0.transport_layer_protocol,data.ip_traffic0.destination_ip,data.ip_traffic0.destination_port,data.ip_traffic1.transport_layer_protocol,data.ip_traffic1.destination_ip,data.ip_traffic1.destination_port,data.ip_traffic2.transport_layer_protocol,data.ip_traffic2.destination_ip,data.ip_traffic2.destination_port,data.ip_traffic3.transport_layer_protocol,data.ip_traffic3.destination_ip,data.ip_traffic3.destination_port,data.files_written0,data.mutexes_opened0,data.dns_lookups0.resolved_ips0,data.dns_lookups0.hostname,data.dns_lookups1.resolved_ips0,data.dns_lookups1.hostname,data.dns_lookups2.resolved_ips0,data.dns_lookups2.hostname,data.http_conversations0.url,data.http_conversations0.request_method,data.http_conversations1.url,data.http_conversations1.request_method,data.http_conversations1.request_headers.User-Agent,data.http_conversations2.url,data.http_conversations2.request_method,data.http_conversations2.request_headers.User-Agent,data.http_conversations3.url,data.http_conversations3.request_method,data.http_conversations3.request_headers.User-Agent,data.http_conversations4.url,data.http_conversations4.request_method,data.http_conversations4.request_headers.User-Agent,data.services_opened0,data.processes_created0,data.files_opened0,data.files_opened1,data.files_opened2,data.files_opened3,data.files_opened4,data.files_opened5,data.modules_loaded0,data.modules_loaded1,data.modules_loaded2,data.modules_loaded3,data.modules_loaded4,data.modules_loaded5,data.modules_loaded6,data.modules_loaded7,data.modules_loaded8,data.modules_loaded9,data.modules_loaded10,data.modules_loaded11,data.modules_loaded12,data.modules_loaded13,data.modules_loaded14,data.modules_loaded15,data.modules_loaded16,data.modules_loaded17,data.modules_loaded18,data.modules_loaded19,data.modules_loaded20,data.modules_loaded21
C:\WINDOWS\tasksche.exe,C:\WINDOWS\qeriuwjhrf,RasPbFile,ShimCacheMutex,TCP,104.17.41.137,80,TCP,200.7.111.109,80,TCP,77.73.69.179,9,TCP,54.230.187.115,80,C:\WINDOWS\TASKSCHE.EXE,RasPbFile,148.251.79.206,pidfin.com,104.17.37.137,www.iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com,54.230.187.238,trick.matchoatmeal.icu,http://www.iuqerfsodp9ifjaposdfjhgosurijfaewrwergwea.com/,GET,http://77.73.69.179:9/mk/p0.php?a=31,GET,Download,http://77.73.69.179:9/mk/p2.php?a=31,GET,AdInstall,http://trick.matchoatmeal.icu/http://trick.matchoatmeal.icu/offer.php?affId=3226&trackingId=376193648&instId=4364&ho_trackingid=HO376193648&cc=DE&sb=x86&wv=xpsp3&db=InternetExplorer&uac=1&cid=6965702ab625dd49ea1db1c0cda15a00&v=3&net=3.5.21022.08&ie=6%2e0%2e2900%2e5512&res=2560x1600&osd=2373&kid=hqmrb21ao5gtln5cjrl,GET,InstallCapital,http://77.73.69.179:9/mk/p1.php?a=31,GET,AdInstall,RASMAN,C:\WINDOWS\tasksche.exe /i,c:\autoexec.bat,\\.\PIPE\lsarpc,\\.\PIPE\ROUTER,c:\autoexec.bat,C:\WINDOWS\TASKSCHE.EXE,C:\WINDOWS\TASKSCHE.EXE,advapi32.dll,rpcrt4.dll,secur32.dll,shell32.dll,wsock32,ws2_32,comctl32.dll,rasapi32.dll,rtutils.dll,rasman.dll,c:\windows\system32\msv1_0.dll,sensapi.dll,ntdll.dll,userenv.dll,netapi32.dll,urlmon.dll,wininet.dll,c:\windows\system32\mswsock.dll,dnsapi.dll,rasadhlp.dll,hnetcfg.dll,c:\windows\system32\wshtcpip.dll
